,words,category,SA Average,Total Turns,Message Frequency Sim 0,Message Frequency Sim 1,Message Frequency Sim 2,Message Frequency Sim 3,Sentiment Negative,Sentiment Neutral,Sentiment Positive,Sentiment Compound,NN,VB,CC,JJ,VBG,RB,VBD,VBN,JJS,VBP,IN,NNS,JJR,CD,MD,UH,WP,WRB,FW,DT,RBR,VBZ,TO,PRP,WDT,NNP,RP,RBS
25-3,hello cant find fire mission client nan find fire yes see way house burning upper right corner orange narrow one didnt happen anything wood burn right edge major burn middle well done team guy plan mean agree take north member wake none hey actually right neither min left chat yeah ready north need help take north,1,8.304659498207885,30.0,0.02702702702702703,0.00794912559618442,0.008347245409015025,0.0,0.0,0.8546451612903224,0.14535483870967741,0.09856129032258065,0.7666666666666667,0.06666666666666667,0.03333333333333333,0.36666666666666664,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.0,0.23333333333333334,0.0,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16-1,hi back look like move stuff assigned left fly refill take fire bottom left fly top right truck take top right left way bottom left way house left want fire left right waiting house top right everybody wa wa like take water propose helicopter concentrate middle forest truck reach want make house forest great idea case fire wait forest truck close city fine yes dividing sound good could cover top right area help forest fight taking wind account wind speed high red wind north south south north wind low wind cover town could help getting right house wind last game house last south,1,8.372093023255815,43.0,0.02127659574468085,0.004744958481613286,0.00686106346483705,0.0050062578222778474,0.032,0.735093023255814,0.2329069767441861,0.10724651162790698,1.069767441860465,0.09302325581395349,0.0,0.6046511627906976,0.09302325581395349,0.023255813953488372,0.16279069767441862,0.0,0.046511627906976744,0.09302325581395349,0.09302325581395349,0.023255813953488372,0.0,0.0,0.046511627906976744,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0
329-1,hello feel bad town little town know well easy sure top right bottom fire make sure protect mid think catch town fire u team thats need know make sure protect town wind south oh big town little one burn stay bottom left unless need help nan north dumb people house fire mid man wa stopping grow back eventually nan mid get front fire hello really told wa fire ya yes stayed rather spread told people fire bunch fire oh get fire help stop wow said really bad sound good dont think matter much unless forest slows slows truck right think truck stay little closer water tower right little time could test really quick race faster bet truck hold water tho mine say hold yep yes fun oh think question oh right click get rid want get rid guess starting mid top left top left nan think crap town got hit good wow wa stopping stay bottom left unless need help,1,8.401515151515152,71.0,0.024074074074074074,0.014959723820483314,0.022887323943661973,0.01742627345844504,0.05493055555555556,0.619986111111111,0.3111944444444444,0.1662486111111111,0.6901408450704225,0.15492957746478872,0.0,0.6056338028169014,0.04225352112676056,0.16901408450704225,0.1267605633802817,0.0,0.014084507042253521,0.2112676056338028,0.04225352112676056,0.08450704225352113,0.0,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.0,0.0,0.0,0.0,0.028169014084507043,0.028169014084507043,0.0,0.014084507042253521,0.0,0.0,0.0,0.0
17-3,unable select vehicle forest bottom left almost gone nope nothing made restart training working yea awesome nope nothing agree house fire though think fire randomly pop without fire near get three truck one assuming paper tell u fire middle forest tell instructor real game actually start select new vehicle oh thought saying another bar fuel thought wa wind speed oh still cant select anything got bottom left going bottom right yes four vehicle doe anyone else see four idea c house minute left eleven speed wind think aw truck well came fixed either nope c u ey ey house last time think want figure whats going middle remember way left tower ha way sad day anyways next minute placement useless yea c since one quadrant suck maybe section zero know figured button control multiple think gun think get fire select new vehicle look like unlimited sure epic music compass wind direction speed c b time compass c house puppy house awesome c puppy bottom folk c figured button control multiple,1,8.450719822812847,84.0,0.03070175438596491,0.016355140186915886,0.024734982332155476,0.01647058823529412,0.035593023255813955,0.7030813953488373,0.11017441860465117,0.02807790697674419,0.8452380952380952,0.047619047619047616,0.011904761904761904,0.4523809523809524,0.05952380952380952,0.13095238095238096,0.09523809523809523,0.05952380952380952,0.023809523809523808,0.07142857142857142,0.09523809523809523,0.03571428571428571,0.011904761904761904,0.05952380952380952,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0
17-1,hey try area hope yeah truck one tower fire look like told guy get truck paper fire water need get water yeah yeah happen house joke aw bummer see movement go north yeah really ha tank get barely doe anything look way easy enough pretty good system last time whole giant fire wa really nothing could look like got helicopter found copter need yeah moving place place speed unit one get thing going shoot u later something yeah guess fire really go oh work,1,8.525525525525525,37.0,0.020618556701030927,0.018072289156626505,0.02330097087378641,0.15584415584415584,0.07964864864864864,0.6972702702702703,0.22308108108108107,0.07427837837837839,1.027027027027027,0.2702702702702703,0.0,0.2972972972972973,0.05405405405405406,0.2702702702702703,0.02702702702702703,0.02702702702702703,0.0,0.08108108108108109,0.05405405405405406,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.02702702702702703,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325-3,fire break fire ill get mid west think good job used chat board well organized area map think stick last game plan good agree got bottom left done need bigger tank min discussion nan sec let go dont wind thing weird west thanks wait east min holy cow,1,8.591666666666667,24.0,0.016483516483516484,0.0,0.005639097744360902,0.008,0.145125,0.7378333333333332,0.11704166666666667,0.014900000000000005,0.8333333333333334,0.08333333333333333,0.0,0.4166666666666667,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.041666666666666664,0.125,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21-3,guess pro mine give copter got house east plus wood far corner need help better looking fire well wind change ah help nope mine wo let air wa wind whatever would agree could try truck helicopter region like team helicopter truck great ill helicopter take top part together sound good wait something wrong north south weird hope wow two truck two helicopter thats wa confused north south thought everyone wa following wa fire start let go oh right man lost three vehicle fire bottom west help bottom fire truck hold water direction mine either strong strong chat stopped even see fire screen basically got house east plus wood would agree could try truck helicopter region great ill helicopter take top part,1,8.64935064935065,41.0,0.021052631578947368,0.002688172043010753,0.003816793893129771,0.002717391304347826,0.06761363636363636,0.7387499999999999,0.1936590909090909,0.12522500000000003,1.146341463414634,0.2926829268292683,0.07317073170731707,0.6097560975609756,0.04878048780487805,0.14634146341463414,0.14634146341463414,0.0,0.024390243902439025,0.04878048780487805,0.04878048780487805,0.024390243902439025,0.04878048780487805,0.07317073170731707,0.14634146341463414,0.0,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0
428-3,yes indeed got village top got one feel like old game need northern village like bad maybe empty considering housing bubble burst economy little cluster circle prime real estate hello u character yes indeed profession success mean always task comical way yes punctual daring think think film jack flash worked international bank saved intelligence found ultimate husband end learning previous experience knowledge use better business ouch sense fire like way suppose put fire man want best ha nice accent town let burn world turn indeed least point soon yes h chat computer class wa goof one time guy wa flirting thought wa man day much better day come graduation think see user user sitting front row cause chat wa suppose end minute ago girl back probably observing got village top,1,8.685897435897436,38.0,0.006666666666666667,0.0028208744710860366,0.0038314176245210726,0.002628120893561104,0.02376923076923077,0.7365641025641027,0.2396666666666667,0.20848717948717949,1.2894736842105263,0.07894736842105263,0.0,0.8421052631578947,0.15789473684210525,0.2631578947368421,0.23684210526315788,0.0,0.05263157894736842,0.13157894736842105,0.13157894736842105,0.07894736842105263,0.02631578947368421,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438-1,dont see anything agreed still finding nothing helicopter guess agreed wa crazy two helicopter professional success professional success way meeting goal type thing agree condition team could defined professional success condition must meet mean meeting goal condition may include organization knowledge field study drive yes play big role well positive reinforcement true improve would say need clear goal set task help obtain goal knowledge good team aware multiple helicopter pay attention wind direction arrow drawing line fire seem start direction wind go time left wa rough rough burn baby burn life tough,1,8.722222222222221,36.0,0.05660377358490566,0.004622496147919877,0.005208333333333333,0.0033594624860022394,0.06647222222222222,0.6775277777777777,0.256,0.16899722222222224,1.2222222222222223,0.1388888888888889,0.0,0.5555555555555556,0.08333333333333333,0.05555555555555555,0.08333333333333333,0.027777777777777776,0.0,0.1388888888888889,0.05555555555555555,0.027777777777777776,0.0,0.027777777777777776,0.1111111111111111,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310-4,hi agreed little orange arrow truck take upper left corner yeah dang probably drive much since ca refuel anyone else know select many one time yes accident learned control yet guy get truck moving time ah success hello think need assign section player concur yes also play one vehicle select chopper truck move pair agree corner take ne mean bad yeah time focus good either doe help someone say copy got south south east doe everyone zoom screen suppose stay boot camp got area supposed middle control group time damn true either help got ta get water hard ask help trying put fire forget hydrate fire supposed middle,1,8.727871939736346,58.0,0.009615384615384616,0.0035842293906810036,0.005309734513274336,0.004484304932735426,0.039372881355932206,0.7169830508474576,0.2436440677966102,0.0967406779661017,0.7758620689655172,0.10344827586206896,0.034482758620689655,0.43103448275862066,0.034482758620689655,0.10344827586206896,0.08620689655172414,0.034482758620689655,0.0,0.1206896551724138,0.017241379310344827,0.05172413793103448,0.0,0.034482758620689655,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0
301-2,plan let thing burn see wa lying said cant win fun make burn pattern much good well today min left could sleep right whole section gone dont say burn last sec wa serious pretty much unless someone ha game change assigned vehicle well mean two one fight fire nan control two thing highlight wa fiddling thing click drag nan yeah nan try come stuff ill set two thing middle top right two nice double water move fast like multiple icon think everyone everywhere yeah fun game get got sure well,1,8.77485928705441,41.0,0.018433179723502304,0.028985507246376812,0.015180265654648957,0.010376134889753566,0.055999999999999994,0.7656829268292684,0.15395121951219515,0.06647317073170733,0.7560975609756098,0.14634146341463414,0.0,0.4146341463414634,0.024390243902439025,0.21951219512195122,0.12195121951219512,0.07317073170731707,0.0,0.17073170731707318,0.04878048780487805,0.07317073170731707,0.0,0.12195121951219512,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419-2,yes fast truck hit got lucky guess yea got thing well man even truck separate still,1,8.818181818181818,11.0,0.01904761904761905,-0.0002,-0.0002,0.0024330900243309003,0.06818181818181818,0.6790909090909092,0.2527272727272727,0.12164545454545453,0.5454545454545454,0.0,0.0,0.2727272727272727,0.0,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438-2,anybody seeing anything hold enough couple fire like helicopter hold oh truck hold probably moving yeah truck go keep eye town bottom right second one truck maybe suppose way conduct professionally workplace way go reaching goal agree well yes well informed would take accomplish set would say people know least yes true would also say aware stay pretty much good idea,1,8.878787878787879,22.0,0.028268551236749116,0.25806451612903225,0.019230769230769232,-0.0008,0.0,0.7507272727272727,0.24927272727272728,0.17907272727272727,0.8181818181818182,0.22727272727272727,0.0,0.5909090909090909,0.13636363636363635,0.4090909090909091,0.0,0.045454545454545456,0.045454545454545456,0.18181818181818182,0.045454545454545456,0.045454545454545456,0.0,0.045454545454545456,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0
12-2,everyone go helicopter faster one take central forest water source close wow guy pick corner think loosing right top think seem work well guess take bottom left awesome set guy move truck four might need tell girl right click supposed vehicle yet probably good anyone notice four player screen say three game start wa one three showing show joining good far truck mid right one working overtime roger um fuel level dropping moving truck make sense everyone good,1,8.907692307692308,35.0,0.03361344537815126,0.0048543689320388345,0.007312614259597806,0.0048134777376654635,0.007657142857142858,0.7538,0.23854285714285714,0.1353857142857143,0.8857142857142857,0.17142857142857143,0.0,0.3142857142857143,0.17142857142857143,0.17142857142857143,0.08571428571428572,0.0,0.02857142857142857,0.14285714285714285,0.0,0.0,0.0,0.2,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301-1,fire stay forest middle middle forest still good sure whole screen black time go fire good spread across screen think alternative chosen task performance procedure thats good idea fire truck seem work better helicopter run water one fire yes many helicopter know try highlight thing order helicopter move first obviously learning curve ill stay top left forest havent drag yet sense going wherever fire somebody multiple vehicle think one per person go half forest,1,8.92,25.0,0.0,0.0012360939431396785,0.0017730496453900709,0.0018083182640144665,0.05404,0.8140000000000001,0.13196,0.068048,1.36,0.12,0.0,0.56,0.08,0.28,0.0,0.0,0.08,0.2,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
310-1,agreed dont forget check really say true new wind direction thats water supply havent bad wind direction new flame left forest anyone else right next check check wind direction outbreak fill water supply top right quick north n west w wind fix health town ne truck take ne water tower take w vehicle time said want two woo ne wa bear hold shift vehicle want since control multiple vehicle think charge two spread accordingly se ne check large fire check wind direction focus front line wind heading ex w south south east dont know relay wind speed right pretty strong nan wow poor village check w w yeah think took help clear help clear one tree job right man post w post got pay attention town move around much fuel move must one selected see get post w center fire extinguish,1,8.93918918918919,74.0,0.029914529914529916,0.017879948914431672,0.025594149908592323,0.01971830985915493,0.05345945945945946,0.8453513513513513,0.10118918918918918,0.009895945945945945,0.8648648648648649,0.08108108108108109,0.0,0.4594594594594595,0.013513513513513514,0.10810810810810811,0.06756756756756757,0.02702702702702703,0.02702702702702703,0.10810810810810811,0.06756756756756757,0.013513513513513514,0.0,0.05405405405405406,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428-2,guard tiny forest top seriously someone could burn popcorn something yep ha area take section house left immediate forest beside well catch first start easier go team seriously well bunch people got top left survivor hope go middle got switched truck thanks right professional success thought meant like success profession like bill gate ha professional success professional success say making lot money whatever successful yes epitome right setting goal working towards like trying eat five minute goal good giving easily getting burning innocent citizen alive home suck wonder read conversation thanks contribution discussion talking lonely helicopter yes zero f given wow think u fire suck bet secretly experiment see stranger interact something thats good stuff definitely messing u great wa guard tiny forest top ha area take section house left immediate forest beside got top left,1,9.010989010989011,59.0,0.03896103896103896,0.007281553398058253,0.010309278350515464,0.007159904534606206,0.05868253968253968,0.69584126984127,0.24546031746031746,0.15986825396825396,0.6949152542372882,0.11864406779661017,0.0,0.5423728813559322,0.15254237288135594,0.1864406779661017,0.15254237288135594,0.03389830508474576,0.06779661016949153,0.0847457627118644,0.05084745762711865,0.13559322033898305,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0
301-3,watch bottom coner building corner building ha burned yet wish didnt come school almost done watch building starting point waiting worst think done good far spoke soon saying fear every one move middle sarcasm think done good job task far time take bottom left corner dont think watch section help copter also faster truck truck cant get work highlight awesome would useful last game bottom left begin working much better vehicle first whoever copter keep coming section thanks help much easier much vehicle bottom left game give min left least building still safe almost done,1,9.013461538461538,40.0,0.012552301255230125,0.006888633754305396,0.011673151750972763,0.006872852233676976,0.02965,0.8612499999999998,0.1091,0.097525,0.95,0.15,0.0,0.225,0.15,0.275,0.125,0.125,0.05,0.1,0.0,0.025,0.05,0.025,0.025,0.0,0.025,0.0,0.0,0.025,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325-4,guess sit wait maybe northwest fire southeast wow wa fire good work need bigger dang fire wan na get set fire cha box yea think organized good improve guess section fire help someone doe cant rush fire big yes northwest guess agree thats every conversation tap phone illuminati want soul lo go get better watch grow yea hair first get moose lot moose true south wait mid cool improve guess section fire help someone doe cant rush fire big,1,9.149425287356323,28.0,0.03409090909090909,0.004048582995951417,0.005802707930367505,0.0037546933667083854,0.030724137931034484,0.752,0.2173103448275862,0.16437241379310344,1.6785714285714286,0.14285714285714285,0.0,0.35714285714285715,0.0,0.14285714285714285,0.03571428571428571,0.07142857142857142,0.03571428571428571,0.10714285714285714,0.03571428571428571,0.07142857142857142,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.0
406-2,yo ready get bottom left get top bout forest fire know right fire good obviously thing bump ya rogue fire fighter play rule man yo yo alright gang split search clue yeah work refill tank whichever like call ride dump truck wind blow fire certain direction make sense discus since everyone else silent professional amazing workplace knowing line professional next question hero suggestion improving professional success word also think self control focus would pretty important word minute bout forest fire well someone thinking outside box conspiracy likewise also guy know use arrow key scroll make thing easier top right like pro see man see wind change nap time wind change bottom left get bottom left get top,1,9.255555555555556,43.0,0.03131991051454139,0.016317016317016316,0.024305555555555556,0.017241379310344827,0.05893333333333334,0.8022666666666668,0.1388666666666667,0.10412,1.3953488372093024,0.06976744186046512,0.0,0.4186046511627907,0.06976744186046512,0.11627906976744186,0.09302325581395349,0.023255813953488372,0.046511627906976744,0.13953488372093023,0.13953488372093023,0.046511627906976744,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.0,0.0
315-1,nope think fuel level drop depending much move around raise health yea oh thought water tower stage lot bigger helicopter toward hen found fire bottom left think put big fire little fire around go fire top middle take second fade got easier scroll around huge forest fire house fire left way help got center little late game copter used gee north question really ask question much think along effectively enough much strategy first time though broke fired fire maybe time break map half one type vehicle work together per half got impression truck higher water capacity faster think agreed think one person like time well useful come aid yes two five minute use assigned vehicle agree strategy game start think one one truck north rest south share middle since ha strength weakness guess make north dang directional key stopped working thanks center one se extra vehicle scattered around map true se spreading house fire sure return position helping location think help response time think lot better time around center fire lost copter huge central fire almost halfway fuel,1,9.307692307692307,56.0,0.0273224043715847,0.005988023952095809,0.009900990099009901,0.006711409395973154,0.089,0.7799107142857143,0.1310892857142857,0.04824821428571429,1.3392857142857142,0.05357142857142857,0.0,0.5357142857142857,0.07142857142857142,0.25,0.16071428571428573,0.08928571428571429,0.017857142857142856,0.17857142857142858,0.16071428571428573,0.03571428571428571,0.08928571428571429,0.14285714285714285,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.017857142857142856,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0
439-3,fire truck deal fire edge forest dont think dont even know place certain future fire engine top right area fire bottom village fire top right well dang salvage whats left view professional success mean view success team case feel wa successful also think best job keeping fire second good ability take order agreed improve improve guess thats really huh guess thats everything control game messing heck yeah percent percent mean second fire truck deal fire edge forest dont think,1,9.428571428571429,30.0,0.013824884792626729,0.0053475935828877,0.0064794816414686825,0.003393665158371041,0.02648387096774194,0.7636451612903226,0.20987096774193545,0.14970967741935487,1.3,0.16666666666666666,0.0,0.5,0.06666666666666667,0.2,0.03333333333333333,0.03333333333333333,0.1,0.06666666666666667,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0
345-3,take top poor forest middle left got screwed help fallen ca get new favorite game need tank bottom right top left mean tree house got bottom area place plus easier put look wind blowing cut side someone cheat code yo hell life middle forest like waiting people house go bottom right bet bottom right keep suck suck yeah yeah wonder worth well organized spatially right area fire truck pack punch wow control freak suggestion round two maybe get police truck educate terrible sin well map pretty empty right gon na take village right bottom top yeah easiest doe area seem bigger yeah water tower maybe dear psychological sorry chose psychology major love guinea pig might good idea truck slow take get stuff could try could play tag would probably help actually selected vehicle bottom right four truck area mean many people game cheat game doe bye giving truck slow oh many fire feel ca go like eight truck oh need like zombie race car gun wait forgot thing super exciting bottom doe fire think bottom last ten second everything take top got bottom area place plus water tower maybe,2,9.55570652173913,61.0,0.015228426395939087,0.0078125,0.011152416356877323,0.007802340702210663,0.07778125,0.6947656249999998,0.22743750000000004,0.12087968750000001,1.180327868852459,0.22950819672131148,0.03278688524590164,0.6229508196721312,0.06557377049180328,0.2786885245901639,0.09836065573770492,0.06557377049180328,0.04918032786885246,0.08196721311475409,0.08196721311475409,0.04918032786885246,0.03278688524590164,0.04918032786885246,0.13114754098360656,0.0,0.0,0.01639344262295082,0.0,0.0,0.01639344262295082,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0
428-1,hello home anyone home left forest toast keep bottom right part also help big forest need thought wa fire got bottom right yep spread quick probably wa say mean left go left got dont like middle untouched top right right click click one ey professional success apparently apparently guess bout condition must professional must successful accidently extra unit look suggestion improving success good interpersonal relationship hate friend aint nowhere spawning massive army setting map watch min vehicle right lonely town te bottom burn whole thing wa taking care bottom left biscuit sit tow need saving town meant feel helpless fire messing u know cant see epic fire got hi proctor keep bottom right part also help big forest need bottom right lonely town,2,9.656565656565657,62.0,0.03430079155672823,0.016774193548387096,0.022336769759450172,0.01522248243559719,0.07827272727272727,0.8006666666666665,0.12106060606060605,0.03382727272727273,0.7419354838709677,0.03225806451612903,0.0,0.4838709677419355,0.0967741935483871,0.20967741935483872,0.12903225806451613,0.0,0.04838709677419355,0.12903225806451613,0.03225806451612903,0.016129032258064516,0.0,0.016129032258064516,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-3,cover top house top right top help hey fire engine supposed homer one homer say right would help screen frozen figured top top guess discussion question yes selected time coming fire bottom left covered left middle help cover top house top right,2,9.666666666666666,22.0,0.0,0.002506265664160401,0.004201680672268907,0.003169572107765452,0.03641666666666667,0.7007083333333334,0.262875,0.11131666666666669,0.8636363636363636,0.18181818181818182,0.0,0.36363636363636365,0.045454545454545456,0.09090909090909091,0.18181818181818182,0.045454545454545456,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-4,right saw right side middle left building people bottom right still chance top right yes good idea middle fire think work best get outside edge fire fireman kind trouble fire middle kind bad like half place wa burned better think going edge definitely help going middle fire divide area thought better one person fire one helicopter true select one helicopter definitely faster think better working fire think help tell spot fire take top right tower usually returned water tower tried get middle section wa full water wa area think get confused team number maybe letter reason ca scroll left stuck helping right side fixed arrow key worked people might live time think play time left going north wind speed second think work best get outside edge fire take top right tower,2,9.708245243128966,41.0,-0.0,-0.0,-0.0,-0.0,0.06902325581395351,0.7398372093023255,0.16790697674418603,0.08615813953488373,1.2195121951219512,0.24390243902439024,0.0,0.5365853658536586,0.12195121951219512,0.17073170731707318,0.21951219512195122,0.024390243902439025,0.04878048780487805,0.21951219512195122,0.04878048780487805,0.07317073170731707,0.04878048780487805,0.07317073170731707,0.04878048780487805,0.0,0.0,0.024390243902439025,0.0,0.0,0.04878048780487805,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0
5-2,fire left break fire wa middle zoom better view welcome waiting fire true story fire let go map somehow look bigger shush fire minute lower left selected dont know said select u together forever ever mine middle town fire mine frozen min ill bet last hard dollar cent go fire wind dragging sec min improve well short quick know doe everybody map way better bottom get many right dont think middle till little min left everybody want bottom left well much thats taking middle downright ha sorry really thats far ill take left top oh em four area ha bottom left bottom middle right top left top start everybody go think ill find place two truck cheater know area long level know know every body could take vehicle put fire select vehicle near cheating damn think screen froze screen froze stuck right move see right another car take well cant take right guess cant see half shush well much thats taking middle downright ill take left top every body could take vehicle put fire select vehicle near,2,9.841253791708798,82.0,0.028409090909090908,0.0117096018735363,0.01834862385321101,0.011350737797956867,0.10396511627906975,0.7567441860465116,0.1392906976744186,0.026561627906976738,0.8536585365853658,0.14634146341463414,0.0,0.4024390243902439,0.06097560975609756,0.15853658536585366,0.10975609756097561,0.04878048780487805,0.0,0.15853658536585366,0.024390243902439025,0.04878048780487805,0.012195121951219513,0.024390243902439025,0.024390243902439025,0.0,0.0,0.0,0.0,0.036585365853658534,0.036585365853658534,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0
411-1,cover house top halo fan fire occur already burned area atop corner wa intense wish could put fire humor professional success mechanical e agree number condition fro professional success nice spent hour phone tech support window wait wa fire suggestion improving pro success agree motivation reward money engineering major spelling strong suit stick top left somehow control two helicopter sweet ha bottom got ta pee might use red cup wow got cover house atop corner stick top left,2,9.953846153846154,23.0,0.009025270758122744,0.006075334143377886,0.009689922480620155,0.006561679790026247,0.06057692307692308,0.7163076923076924,0.22311538461538458,0.13562307692307693,1.7391304347826086,0.08695652173913043,0.0,0.782608695652174,0.08695652173913043,0.13043478260869565,0.30434782608695654,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0
435-3,guess idea take village top lot fire left hand side take village top left mean right stay top mouth feed struggle real obviously wa dumb put like ten game setting goal reaching learning mistake around bring table around boom agreed one would knowing task hand boom help improve well best team work award go u boom like ending sentence period one boom like echo sam ha two top two top fire like hear thought said moo first take village top take village top left stay top sam ha two top two,2,9.993939393939394,29.0,0.01809954751131222,0.005442176870748299,0.007042253521126761,0.004790419161676647,0.062303030303030305,0.7127575757575758,0.224969696969697,0.12883636363636367,1.0689655172413792,0.20689655172413793,0.0,0.7931034482758621,0.1724137931034483,0.10344827586206896,0.2413793103448276,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.20689655172413793,0.0,0.0,0.20689655172413793,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352-3,truck right lower work yeah rush need one favorite well minute let u divide grid truck lower right nan fun indeed temp rising expect something move position still green yeah tried move faster likely pair somewhat way truck cover refuel would say vertically would best yeah put forest since look like start truck outskirt hit soon pop cover truck move position cover copter way get big converge like monster last time yeah burnt stop way zone decrease worry game progress yeah wind direction top think someone might accidentally lower left corner truck wind south east yep least consume water tank well question run gas wind direction temp gauge yeah build house anyway unless arsonist let u divide grid likely pair somewhat put forest since look like start truck outskirt hit soon pop cover truck move position cover copter,2,9.999999999999998,35.0,0.014577259475218658,0.006172839506172839,0.009208103130755065,0.0064516129032258064,0.048615384615384616,0.7904615384615382,0.16094871794871793,0.10640000000000001,1.6571428571428573,0.2,0.0,0.8571428571428571,0.02857142857142857,0.34285714285714286,0.14285714285714285,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.2571428571428571,0.0,0.05714285714285714,0.05714285714285714,0.08571428571428572,0.0,0.02857142857142857,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5-1,suspense killing always least expect wa fast truck helicopter alternate cheating lucky supposed min section crazy idea answer question really organized either guy think divide map section player charge get section take left top left right taken yet ha taken bottom left bottom right take top right wait right right glad somebody got yes middle top thanks think left top fire help never mind smoky need lose idea wa cheater bottom right bottom left everyone dying run fuel wont stop dang getting warmed take left top left right taken yet take top right think left top,2,10.024806201550387,39.0,0.017543859649122806,0.002770083102493075,0.0036496350364963502,0.0026954177897574125,0.06102325581395349,0.7483255813953488,0.1906511627906977,0.04098372093023256,0.9743589743589743,0.10256410256410256,0.02564102564102564,0.48717948717948717,0.10256410256410256,0.23076923076923078,0.15384615384615385,0.1794871794871795,0.02564102564102564,0.10256410256410256,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
